activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1609295,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(F)c2)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '20.33', 'le': '0.39', 'lle': '2.97', 'sei': '8.61'}",CHEMBL425749,,CHEMBL425749,8.00,0,http://www.openphacts.org/units/Nanomolar,402793,=,1,1,=,,IC50,nM,,10.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,10.0
,1609298,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)c(Cl)c2)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '17.64', 'le': '0.35', 'lle': '1.68', 'sei': '7.78'}",CHEMBL371332,,CHEMBL371332,7.23,0,http://www.openphacts.org/units/Nanomolar,402794,=,1,1,=,,IC50,nM,,59.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,59.0
,1609301,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NC(=O)Nc2cccc(C)c2)ccc1-c1csc2ncnc(N)c12,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '16.90', 'le': '0.32', 'lle': '1.95', 'sei': '6.71'}",CHEMBL194366,,CHEMBL194366,6.85,0,http://www.openphacts.org/units/Nanomolar,402795,=,1,1,=,,IC50,nM,,140.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,140.0
,1609304,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2F)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '18.23', 'le': '0.35', 'lle': '2.14', 'sei': '7.72'}",CHEMBL371510,,CHEMBL371510,7.17,0,http://www.openphacts.org/units/Nanomolar,402796,=,1,1,=,,IC50,nM,,67.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,67.0
,1609309,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2Cl)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '15.02', 'le': '0.30', 'lle': '0.60', 'sei': '6.62'}",CHEMBL196615,,CHEMBL196615,6.16,0,http://www.openphacts.org/units/Nanomolar,402797,=,1,1,=,,IC50,nM,,700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,700.0
,1613370,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2csc3ncnc(N)c23)ccc1NC(=O)Nc1cccc(C)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '16.98', 'le': '0.32', 'lle': '1.99', 'sei': '6.74'}",CHEMBL370545,,CHEMBL370545,6.89,0,http://www.openphacts.org/units/Nanomolar,403808,=,1,1,=,,IC50,nM,,130.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,130.0
,1613372,[],CHEMBL881789,Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide at ambient temperature for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc3c(c2)CCC2Sc4ncnc(N)c4C32)c1,,,CHEMBL1141091,J Med Chem,2005,"{'bei': '18.45', 'le': '0.35', 'lle': '2.88', 'sei': '8.01'}",CHEMBL262468,,CHEMBL262468,7.44,0,http://www.openphacts.org/units/Nanomolar,403809,=,1,1,=,,IC50,nM,,36.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,nM,UO_0000065,,36.0
,1661743,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)CNc1c(Cl)ncnc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg Med Chem Lett,2005,"{'bei': '10.34', 'le': '0.21', 'lle': '-1.30', 'sei': '5.52'}",CHEMBL372111,,CHEMBL372111,4.86,0,http://www.openphacts.org/units/Nanomolar,410482,=,1,1,=,,IC50,nM,,13700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,13.7
,1661744,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)C=Nc1c(Cl)ncnc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg Med Chem Lett,2005,"{'bei': '13.56', 'le': '0.28', 'lle': '0.05', 'sei': '7.17'}",CHEMBL199886,,CHEMBL199886,6.35,0,http://www.openphacts.org/units/Nanomolar,410484,=,1,1,=,,IC50,nM,,450.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.45
,1661745,[],CHEMBL868730,Inhibitory activity against FLT3 kinase in a HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc2c(c1)CNc1cnc(Cl)nc1O2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL1141862,Bioorg Med Chem Lett,2005,"{'bei': '12.86', 'le': '0.27', 'lle': '-0.11', 'sei': '6.86'}",CHEMBL382490,,CHEMBL382490,6.05,0,http://www.openphacts.org/units/Nanomolar,410483,=,1,1,=,,IC50,nM,,900.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.9
,1675260,[],CHEMBL865224,Inhibitory activity against Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J Med Chem,2006,"{'bei': '11.72', 'le': '0.22', 'lle': '2.17', 'sei': '6.19'}",CHEMBL199723,,CHEMBL199723,5.40,0,http://www.openphacts.org/units/Nanomolar,422295,=,1,1,=,,IC50,nM,,4000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,4.0
,1675327,[],CHEMBL865224,Inhibitory activity against Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J Med Chem,2006,,CHEMBL381738,,CHEMBL381738,,0,http://www.openphacts.org/units/Nanomolar,422298,>,1,1,>,,IC50,nM,,20000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,20.0
,1675328,[],CHEMBL865224,Inhibitory activity against Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J Med Chem,2006,,CHEMBL370800,,CHEMBL370800,,0,http://www.openphacts.org/units/Nanomolar,422297,>,1,1,>,,IC50,nM,,20000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,20.0
,1675329,[],CHEMBL865224,Inhibitory activity against Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,,,CHEMBL1149386,J Med Chem,2006,"{'bei': '12.26', 'le': '0.23', 'lle': '2.11', 'sei': '6.08'}",CHEMBL436509,,CHEMBL436509,5.30,0,http://www.openphacts.org/units/Nanomolar,422296,=,1,1,=,,IC50,nM,,5000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,5.0
,1701847,[],CHEMBL861019,Inhibition of FLT3,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,,,CHEMBL1146093,J Med Chem,2006,,CHEMBL6246,ELLAGIC ACID,CHEMBL6246,,0,http://www.openphacts.org/units/Nanomolar,448549,>,1,1,>,,IC50,nM,,40000.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,40.0
,1718687,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc2cc(F)ccc2[nH]1)c1cc2cc(OCCN3CCCCC3)ccc2[nH]1,,,CHEMBL1147798,J Med Chem,2006,"{'bei': '14.36', 'le': '0.27', 'lle': '0.94', 'sei': '9.53'}",CHEMBL209084,,CHEMBL209084,5.82,0,http://www.openphacts.org/units/Nanomolar,480130,=,1,1,=,,IC50,nM,,1500.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,1.5
,1718688,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(C(=O)c3cc4cc(OCCN5CCCCC5)ccc4[nH]3)[nH]c2c1,,,CHEMBL1147798,J Med Chem,2006,"{'bei': '14.10', 'le': '0.26', 'lle': '1.14', 'sei': '8.37'}",CHEMBL210494,,CHEMBL210494,5.89,0,http://www.openphacts.org/units/Nanomolar,480129,=,1,1,=,,IC50,nM,,1300.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,1.3
,1718689,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2[nH]c(C(=O)c3cc4cc(OCCN5CCCCC5)ccc4[nH]3)cc12,,,CHEMBL1147798,J Med Chem,2006,"{'bei': '15.33', 'le': '0.28', 'lle': '1.10', 'sei': '10.07'}",CHEMBL210420,,CHEMBL210420,6.16,0,http://www.openphacts.org/units/Nanomolar,480128,=,1,1,=,,IC50,nM,,700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,0.7
,1718690,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(C(=O)c3cc4cc(OCCN(C)C)ccc4[nH]3)[nH]c2c1,,,CHEMBL1147798,J Med Chem,2006,"{'bei': '13.71', 'le': '0.25', 'lle': '1.34', 'sei': '7.35'}",CHEMBL377873,,CHEMBL377873,5.17,0,http://www.openphacts.org/units/Nanomolar,480127,=,1,1,=,,IC50,nM,,6700.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,6.7
,1718691,[],CHEMBL854264,Inhibition of endogenous FLT3 in EOL1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2c(Br)cccc2[nH]1,,,CHEMBL1147798,J Med Chem,2006,"{'bei': '15.40', 'le': '0.34', 'lle': '1.12', 'sei': '7.94'}",CHEMBL210726,,CHEMBL210726,5.47,0,http://www.openphacts.org/units/Nanomolar,480126,=,1,1,=,,IC50,nM,,3400.0,CHEMBL1974,Homo sapiens,Tyrosine-protein kinase receptor FLT3,9606,,,IC50,uM,UO_0000065,,3.4
